"","V1","collectioncode","animal_id","scientificname","common_name_e","datelastmodified","detectedby","glatos_array","station","receiver_sn","bottom_depth","receiver_depth","transmitter_id","transmitter_codespace","sensorname","sensorraw","sensortype","sensorvalue","sensorunit","detection_timestamp_utc","timezone","deploy_long","deploy_lat","the_geom","yearcollected","monthcollected","daycollected","julianday","timeofday","local_area","notes","citation","unqdetecid","contact_pi","contact_poc","min_lag","passed_filter"
"171",9198,"SABMPA","SABMPA-1283905-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15043","","",NA,"",NA,"",2022-11-01 04:34:00,"UTC",-59.14696,45.58147,"0101000020E6100000FBE8D495CF924DC075CDE49B6DCA4640",2022,11,1,305,4.56666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283905-2022-11-01-release-A69-9006-15043","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"172",9199,"SABMPA","SABMPA-1283906-2022-12-05","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15046","","",NA,"",NA,"",2022-12-05 20:01:00,"UTC",-59.1427,45.5844,"0101000020E6100000D1915CFE43924DC026E4839ECDCA4640",2022,12,5,339,20.0166666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283906-2022-12-05-release-A69-9006-15046","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"173",9200,"SABMPA","SABMPA-1283906-2022-12-05","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15045","","",NA,"",NA,"",2022-12-05 20:01:00,"UTC",-59.1427,45.5844,"0101000020E6100000D1915CFE43924DC026E4839ECDCA4640",2022,12,5,339,20.0166666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283906-2022-12-05-release-A69-9006-15045","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"174",9427,"SABMPA","SABMPA-1283907-2022-12-05","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15047","","",NA,"",NA,"",2022-12-05 18:21:00,"UTC",-59.1585,45.5717,"0101000020E61000003F355EBA49944DC0C58F31772DC94640",2022,12,5,339,18.35,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283907-2022-12-05-release-A69-9006-15047","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"175",9428,"SABMPA","SABMPA-1283907-2022-12-05","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15048","","",NA,"",NA,"",2022-12-05 18:21:00,"UTC",-59.1585,45.5717,"0101000020E61000003F355EBA49944DC0C58F31772DC94640",2022,12,5,339,18.35,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283907-2022-12-05-release-A69-9006-15048","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"176",9429,"SABMPA","SABMPA-1283908-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15050","","",NA,"",NA,"",2022-11-01 04:33:00,"UTC",-59.14618,45.5817,"0101000020E610000026AAB706B6924DC0A60A462575CA4640",2022,11,1,305,4.55,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283908-2022-11-01-release-A69-9006-15050","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"177",9430,"SABMPA","SABMPA-1283908-2022-11-01","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15049","","",NA,"",NA,"",2022-11-01 04:33:00,"UTC",-59.14618,45.5817,"0101000020E610000026AAB706B6924DC0A60A462575CA4640",2022,11,1,305,4.55,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283908-2022-11-01-release-A69-9006-15049","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"178",9431,"SABMPA","SABMPA-1283910-2022-12-06","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15053","","",NA,"",NA,"",2022-12-06 00:57:00,"UTC",-59.1277,45.5788,"0101000020E61000007FD93D7958904DC060764F1E16CA4640",2022,12,6,340,0.95,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283910-2022-12-06-release-A69-9006-15053","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"179",9432,"SABMPA","SABMPA-1283910-2022-12-06","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15054","","",NA,"",NA,"",2022-12-06 00:57:00,"UTC",-59.1277,45.5788,"0101000020E61000007FD93D7958904DC060764F1E16CA4640",2022,12,6,340,0.95,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283910-2022-12-06-release-A69-9006-15054","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"180",9433,"SABMPA","SABMPA-1283911-2022-12-06","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15055","","",NA,"",NA,"",2022-12-06 00:31:00,"UTC",-59.1235,45.5789,"0101000020E61000002B8716D9CE8F4DC0C3D32B6519CA4640",2022,12,6,340,0.516666666666667,"St. Anns Bank MPA","BLEEDING","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283911-2022-12-06-release-A69-9006-15055","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"181",9434,"SABMPA","SABMPA-1283911-2022-12-06","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15056","","",NA,"",NA,"",2022-12-06 00:31:00,"UTC",-59.1235,45.5789,"0101000020E61000002B8716D9CE8F4DC0C3D32B6519CA4640",2022,12,6,340,0.516666666666667,"St. Anns Bank MPA","BLEEDING","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283911-2022-12-06-release-A69-9006-15056","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"182",9435,"SABMPA","SABMPA-1283924-2022-12-05","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15081","","",NA,"",NA,"",2022-12-05 23:09:00,"UTC",-59.1128,45.5877,"0101000020E6100000917EFB3A708E4DC0FAEDEBC039CB4640",2022,12,5,339,23.15,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283924-2022-12-05-release-A69-9006-15081","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"183",9436,"SABMPA","SABMPA-1283924-2022-12-05","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15082","","",NA,"",NA,"",2022-12-05 23:09:00,"UTC",-59.1128,45.5877,"0101000020E6100000917EFB3A708E4DC0FAEDEBC039CB4640",2022,12,5,339,23.15,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283924-2022-12-05-release-A69-9006-15082","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"184",9437,"SABMPA","SABMPA-1283925-2022-12-05","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15083","","",NA,"",NA,"",2022-12-05 22:10:00,"UTC",-59.1234,45.5872,"0101000020E6100000C7293A92CB8F4DC0091B9E5E29CB4640",2022,12,5,339,22.1666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283925-2022-12-05-release-A69-9006-15083","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"185",9438,"SABMPA","SABMPA-1283925-2022-12-05","Hippoglossus hippoglossus","Atlantic halibut",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-9006-15084","","",NA,"",NA,"",2022-12-05 22:10:00,"UTC",-59.1234,45.5872,"0101000020E6100000C7293A92CB8F4DC0091B9E5E29CB4640",2022,12,5,339,22.1666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1283925-2022-12-05-release-A69-9006-15084","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"186",9439,"SABMPA","SABMPA-1346210-2022-12-06","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1602-56383","","",NA,"",NA,"",2022-12-06 00:19:00,"UTC",-59.1223,45.5796,"0101000020E61000008126C286A78F4DC07C61325530CA4640",2022,12,6,340,0.316666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1346210-2022-12-06-release-A69-1602-56383","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"187",9440,"SABMPA","SABMPA-1346211-2022-12-06","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1602-56384","","",NA,"",NA,"",2022-12-06 00:27:00,"UTC",-59.122,45.5791,"0101000020E6100000560E2DB29D8F4DC08A8EE4F21FCA4640",2022,12,6,340,0.45,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1346211-2022-12-06-release-A69-1602-56384","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"188",9441,"SABMPA","SABMPA-1346212-2022-12-06","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1602-56385","","",NA,"",NA,"",2022-12-06 00:38:00,"UTC",-59.1248,45.5787,"0101000020E610000039454772F98F4DC0FC1873D712CA4640",2022,12,6,340,0.633333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1346212-2022-12-06-release-A69-1602-56385","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"189",9461,"SABMPA","SABMPA-1346213-2022-12-06","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1602-56386","","",NA,"",NA,"",2022-12-06 00:43:00,"UTC",-59.1254,45.5787,"0101000020E61000008E75711B0D904DC0FC1873D712CA4640",2022,12,6,340,0.716666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1346213-2022-12-06-release-A69-1602-56386","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"190",9466,"SABMPA","SABMPA-1346214-2022-12-06","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1602-56387","","",NA,"",NA,"",2022-12-06 01:57:00,"UTC",-59.1361,45.5779,"0101000020E6100000287E8CB96B914DC0E02D90A0F8C94640",2022,12,6,340,1.95,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1346214-2022-12-06-release-A69-1602-56387","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"191",9564,"SABMPA","SABMPA-1346215-2022-12-06","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1602-56388","","",NA,"",NA,"",2022-12-06 01:51:00,"UTC",-59.1374,45.578,"0101000020E6100000363CBD5296914DC0448B6CE7FBC94640",2022,12,6,340,1.85,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1346215-2022-12-06-release-A69-1602-56388","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"192",9576,"SABMPA","SABMPA-1346216-2022-12-05","Microgadus tomcod","Atlantic tomcod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1602-56389","","",NA,"",NA,"",2022-12-05 23:28:00,"UTC",-59.1095,45.589,"0101000020E6100000BC749318048E4DC008AC1C5A64CB4640",2022,12,5,339,23.4666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1346216-2022-12-05-release-A69-1602-56389","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"193",9577,"SABMPA","SABMPA-1346217-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1602-56390","","",NA,"",NA,"",2022-12-05 23:28:00,"UTC",-59.1095,45.589,"0101000020E6100000BC749318048E4DC008AC1C5A64CB4640",2022,12,5,339,23.4666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1346217-2022-12-05-release-A69-1602-56390","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"194",9740,"SABMPA","SABMPA-1346218-2022-12-06","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1602-56391","","",NA,"",NA,"",2022-12-06 00:44:00,"UTC",-59.122,45.5797,"0101000020E6100000560E2DB29D8F4DC0E0BE0E9C33CA4640",2022,12,6,340,0.733333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1346218-2022-12-06-release-A69-1602-56391","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"195",9746,"SABMPA","SABMPA-1346219-2022-12-06","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1602-56392","","",NA,"",NA,"",2022-12-06 00:44:00,"UTC",-59.122,45.5797,"0101000020E6100000560E2DB29D8F4DC0E0BE0E9C33CA4640",2022,12,6,340,0.733333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1346219-2022-12-06-release-A69-1602-56392","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"196",9747,"SABMPA","SABMPA-1346220-2022-12-06","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1602-56393","","",NA,"",NA,"",2022-12-06 00:19:00,"UTC",-59.1223,45.5796,"0101000020E61000008126C286A78F4DC07C61325530CA4640",2022,12,6,340,0.316666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1346220-2022-12-06-release-A69-1602-56393","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"197",9761,"SABMPA","SABMPA-1346221-2022-12-06","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1602-56394","","",NA,"",NA,"",2022-12-06 00:19:00,"UTC",-59.1223,45.5796,"0101000020E61000008126C286A78F4DC07C61325530CA4640",2022,12,6,340,0.316666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1346221-2022-12-06-release-A69-1602-56394","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"198",9775,"SABMPA","SABMPA-1346222-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1602-56395","","",NA,"",NA,"",2022-12-05 22:37:00,"UTC",-59.1188,45.5879,"0101000020E6100000E561A1D6348F4DC0C1A8A44E40CB4640",2022,12,5,339,22.6166666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1346222-2022-12-05-release-A69-1602-56395","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"199",9936,"SABMPA","SABMPA-1346223-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1602-56396","","",NA,"",NA,"",2022-12-05 23:00:00,"UTC",-59.1141,45.5878,"0101000020E61000009F3C2CD49A8E4DC05E4BC8073DCB4640",2022,12,5,339,23,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1346223-2022-12-05-release-A69-1602-56396","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"200",10531,"SABMPA","SABMPA-1346224-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1602-56397","","",NA,"",NA,"",2022-12-05 23:20:00,"UTC",-59.111,45.5885,"0101000020E610000091ED7C3F358E4DC017D9CEF753CB4640",2022,12,5,339,23.3333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1346224-2022-12-05-release-A69-1602-56397","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"201",10539,"SABMPA","SABMPA-1346225-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1602-56398","","",NA,"",NA,"",2022-12-05 23:20:00,"UTC",-59.111,45.5885,"0101000020E610000091ED7C3F358E4DC017D9CEF753CB4640",2022,12,5,339,23.3333333333333,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1346225-2022-12-05-release-A69-1602-56398","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"202",10694,"SABMPA","SABMPA-1346226-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1602-56399","","",NA,"",NA,"",2022-12-05 23:25:00,"UTC",-59.11,45.5888,"0101000020E6100000AE47E17A148E4DC041F163CC5DCB4640",2022,12,5,339,23.4166666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1346226-2022-12-05-release-A69-1602-56399","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"203",10956,"SABMPA","SABMPA-1346227-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1602-56400","","",NA,"",NA,"",2022-12-05 23:28:00,"UTC",-59.1095,45.589,"0101000020E6100000BC749318048E4DC008AC1C5A64CB4640",2022,12,5,339,23.4666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1346227-2022-12-05-release-A69-1602-56400","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
"204",11001,"SABMPA","SABMPA-1346228-2022-12-05","Gadus morhua","Atlantic cod",2023-02-08,"SABMPA","SABMPA","St.Anns Bank MPA","release",NA,NA,"A69-1602-56401","","",NA,"",NA,"",2022-12-05 22:10:00,"UTC",-59.1234,45.5872,"0101000020E6100000C7293A92CB8F4DC0091B9E5E29CB4640",2022,12,5,339,22.1666666666667,"St. Anns Bank MPA","","Stanley, R.R.E.; Pettitt-Wade, H., Heaslip, S.G., Zisserson, B and Fenton, D. 2016. Maritimes Conservation Network: St. Anns Bank Marine Protected Area (MPA) Acoustic Tracking Study.","SABMPA-1346228-2022-12-05-release-A69-1602-56401","Ryan Stanley (ryan.stanley@dfo-mpo.gc.ca)","Harri Pettitt-Wade (harri.pettitt-wade@dfo-mpo.gc.ca)",0,1
